UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5120,L05120,L,299.5,308.3,1736,39.4,48,0,0,0,0,0,0
5121,L05121,L,299.7,309.1,1659,48.4,57,1,0,0,1,0,0
5122,H05122,H,302.0,309.9,1240,42.5,110,0,0,0,0,0,0
5123,L05123,L,299.6,311.0,1626,45.3,250,1,1,0,0,0,0
5124,L05124,L,304.7,314.9,1715,32.6,241,1,1,0,0,0,0
5125,H05125,H,300.3,309.8,1604,35.7,39,0,0,0,0,0,0
5126,M05126,M,302.1,310.8,1359,29.7,250,1,1,1,0,0,0
5127,L05127,L,301.6,310.4,1652,40.3,187,0,0,0,0,0,0
5128,L05128,L,299.9,310.3,1730,33.2,172,0,0,0,0,0,0
5129,L05129,L,298.8,307.7,1553,42.5,239,1,1,0,0,0,0
5130,M05130,M,300.7,310.8,1355,38.9,64,1,0,1,0,0,0
5131,L05131,L,301.0,313.1,1633,48.8,222,1,1,0,1,0,0
5132,L05132,L,298.9,308.5,1655,47.4,149,1,0,0,1,0,0
5133,L05133,L,300.3,309.4,1536,28.1,250,1,1,0,0,0,0
5134,L05134,L,302.5,312.9,1431,43.6,29,0,0,0,0,0,0
5135,H05135,H,304.1,312.9,1548,35.8,45,0,0,0,0,0,0
5136,L05136,L,301.7,313.4,1473,43.5,31,0,0,0,0,0,0
5137,M05137,M,303.7,315.1,1540,32.9,250,1,1,0,0,0,0
5138,L05138,L,298.7,308.6,1706,45.1,200,1,0,0,1,0,0
5139,M05139,M,301.4,310.5,1334,46.8,120,1,0,1,0,0,0
5140,H05140,H,302.7,312.3,1541,32.5,74,0,0,0,0,0,0
5141,L05141,L,298.2,307.9,1529,38.8,176,0,0,0,0,0,0
5142,L05142,L,299.0,309.4,1532,40.5,134,0,0,0,0,0,0
5143,L05143,L,303.5,314.5,1601,42.6,250,1,1,0,0,0,0
5144,M05144,M,298.0,307.0,1423,40.7,191,0,0,0,0,0,0
5145,L05145,L,297.3,308.3,1432,44.6,63,0,0,0,0,0,0
5146,M05146,M,303.1,313.7,1322,41.4,74,1,0,1,0,0,0
5147,M05147,M,302.4,311.9,1623,41.8,9,0,0,0,0,0,0
5148,M05148,M,300.9,309.8,1463,33.5,145,0,0,0,0,0,0
5149,M05149,M,299.9,310.0,1557,39.3,100,0,0,0,0,0,0
5150,L05150,L,299.1,308.1,1501,45.7,56,0,0,0,0,0,0
5151,L05151,L,300.6,311.6,1434,47.7,104,0,0,0,0,0,0
5152,L05152,L,303.2,312.0,1615,39.7,70,0,0,0,0,0,0
5153,H05153,H,300.5,311.0,1483,39.7,82,0,0,0,0,0,0
5154,M05154,M,304.3,314.3,1476,47.1,38,0,0,0,0,0,0
5155,M05155,M,298.2,307.6,1530,39.2,98,0,0,0,0,0,0
5156,L05156,L,300.0,309.9,1454,46.2,110,0,0,0,0,0,0
5157,L05157,L,299.3,310.3,1656,37.9,93,0,0,0,0,0,0
5158,M05158,M,297.8,306.6,1629,38.9,158,0,0,0,0,0,0
5159,L05159,L,299.7,309.3,1626,33.2,144,0,0,0,0,0,0
5160,L05160,L,300.8,310.1,1513,33.6,23,0,0,0,0,0,0
5161,M05161,M,301.0,311.0,1506,44.8,72,0,0,0,0,0,0
5162,L05162,L,304.3,313.7,1707,46.5,250,1,1,0,1,0,0
5163,L05163,L,300.9,309.2,1678,38.7,34,0,0,0,0,0,0
5164,L05164,L,302.3,311.2,1749,36.7,97,0,0,0,0,0,0
5165,L05165,L,300.1,311.8,1472,45.4,195,0,0,0,0,0,0
5166,H05166,H,303.4,313.6,1363,43.1,56,1,0,1,0,0,0
5167,L05167,L,304.8,315.0,1563,27.4,86,0,0,0,0,0,0
5168,L05168,L,301.1,310.8,1591,44.1,148,0,0,0,0,0,0
5169,L05169,L,298.0,308.0,1536,33.0,198,0,0,0,0,0,0
5170,M05170,M,298.9,308.5,1461,40.3,49,0,0,0,0,0,0
5171,L05171,L,300.6,311.1,1677,36.0,103,0,0,0,0,0,0
5172,L05172,L,300.9,311.0,1541,36.4,73,0,0,0,0,0,0
5173,L05173,L,301.4,310.2,1428,40.9,250,1,1,0,0,0,0
5174,L05174,L,300.9,311.2,1440,45.1,30,0,0,0,0,0,0
5175,L05175,L,300.0,307.6,1575,39.4,84,0,0,0,0,0,0
5176,M05176,M,298.7,309.1,1800,44.0,54,1,0,0,1,0,0
5177,M05177,M,300.8,309.4,1402,48.6,84,0,0,0,0,0,0
5178,L05178,L,303.7,313.6,1519,47.4,133,0,0,0,0,0,0
5179,L05179,L,302.0,310.8,1790,36.8,36,0,0,0,0,0,0
5180,H05180,H,301.1,311.1,1402,38.6,83,0,0,0,0,0,0
5181,L05181,L,302.1,312.6,1596,38.9,103,0,0,0,0,0,0
5182,M05182,M,299.3,310.8,1688,43.8,130,0,0,0,0,0,0
5183,L05183,L,299.0,307.4,1455,45.8,128,0,0,0,0,0,0
5184,H05184,H,298.5,309.5,1419,27.8,27,0,0,0,0,0,0
5185,M05185,M,299.7,309.9,1452,42.0,55,0,0,0,0,0,0
5186,H05186,H,299.2,308.7,1298,30.2,43,1,0,1,0,0,0
5187,M05187,M,302.4,313.2,1657,38.3,203,1,1,0,0,0,0
5188,L05188,L,299.0,308.8,1491,37.4,24,0,0,0,0,0,0
5189,H05189,H,298.4,309.1,1362,37.2,31,1,0,1,0,0,0
5190,L05190,L,303.9,312.9,1506,44.2,104,0,0,0,0,0,0
5191,L05191,L,299.1,308.5,1643,35.3,178,0,0,0,0,0,0
5192,M05192,M,300.3,311.3,1511,39.8,141,0,0,0,0,0,0
5193,M05193,M,300.9,312.4,1421,36.1,88,0,0,0,0,0,0
5194,H05194,H,297.7,307.7,1491,40.5,60,0,0,0,0,0,0
5195,L05195,L,302.5,309.7,1631,43.5,39,0,0,0,0,0,0
5196,M05196,M,301.3,311.1,1498,35.6,111,0,0,0,0,0,0
5197,M05197,M,303.1,313.1,1477,43.4,71,0,0,0,0,0,0
5198,L05198,L,298.6,308.4,1652,38.8,180,0,0,0,0,0,0
5199,L05199,L,300.2,310.5,1532,39.9,250,1,1,0,0,0,0
5200,L05200,L,300.1,309.6,1711,36.1,136,0,0,0,0,0,0
5201,L05201,L,300.5,311.4,1474,44.1,250,1,1,0,0,0,0
5202,H05202,H,297.1,305.9,1372,44.6,67,1,0,1,0,0,0
5203,M05203,M,300.2,311.5,1410,40.2,143,0,0,0,0,0,0
5204,M05204,M,297.1,308.7,1476,41.3,60,0,0,0,0,0,0
5205,H05205,H,300.7,309.8,1450,44.2,22,0,0,0,0,0,0
5206,L05206,L,295.7,304.8,1417,43.5,95,0,0,0,0,0,0
5207,M05207,M,296.3,306.7,1510,38.4,101,0,0,0,0,0,0
5208,L05208,L,301.6,310.4,1607,44.8,250,1,1,0,0,0,0
5209,M05209,M,298.9,308.4,1353,45.8,88,1,0,1,0,0,0
5210,L05210,L,298.0,309.1,1498,50.6,110,0,0,0,0,0,0
5211,H05211,H,302.5,313.3,1507,32.1,43,0,0,0,0,0,0
5212,L05212,L,300.7,312.6,1441,44.1,250,1,1,0,0,0,0
5213,L05213,L,301.7,311.9,1518,45.6,250,1,1,0,0,0,0
5214,M05214,M,299.7,309.1,1609,43.9,120,0,0,0,0,0,0
5215,L05215,L,305.4,315.4,1730,36.4,138,0,0,0,0,0,0
5216,M05216,M,298.8,308.6,1544,32.7,121,0,0,0,0,0,0
5217,L05217,L,303.5,313.4,1533,47.4,53,0,0,0,0,0,0
5218,M05218,M,299.9,309.9,1450,38.1,97,0,0,0,0,0,0
5219,L05219,L,296.7,305.8,1641,37.1,243,1,1,0,0,0,0
5220,L05220,L,301.0,311.2,1663,48.7,101,1,0,0,1,0,0
5221,L05221,L,300.6,309.2,1434,34.3,135,0,0,0,0,0,0
5222,L05222,L,297.9,307.2,1641,42.7,159,0,0,0,0,0,0
5223,L05223,L,298.2,308.0,1489,36.3,240,1,1,0,0,0,0
5224,L05224,L,300.0,307.7,1464,36.5,250,1,1,0,0,0,0
5225,L05225,L,300.7,311.5,1535,40.5,250,1,1,0,0,0,0
5226,L05226,L,295.1,303.0,1649,41.9,189,0,0,0,0,0,0
5227,L05227,L,302.1,312.8,1581,43.9,129,0,0,0,0,0,0
5228,M05228,M,299.0,307.7,1528,45.1,21,0,0,0,0,0,0
5229,L05229,L,297.3,306.9,1585,35.6,30,0,0,0,0,0,0
5230,L05230,L,301.9,312.4,1597,33.3,105,0,0,0,0,0,0
5231,M05231,M,300.0,312.2,1489,38.4,129,0,0,0,0,0,0
5232,L05232,L,302.4,312.5,1613,40.6,172,0,0,0,0,0,0
5233,M05233,M,300.9,308.9,1434,39.6,86,0,0,0,0,0,0
5234,L05234,L,300.0,311.0,1615,20.7,139,0,0,0,0,0,0
5235,L05235,L,299.7,309.5,1636,29.5,61,0,0,0,0,0,0
5236,L05236,L,301.0,311.0,1620,37.6,157,0,0,0,0,0,0
5237,M05237,M,299.2,309.7,1575,43.5,44,0,0,0,0,0,0
5238,M05238,M,298.3,306.1,1546,35.0,37,0,0,0,0,0,0
5239,L05239,L,301.2,311.2,1667,42.0,160,0,0,0,0,0,0
5240,L05240,L,299.7,309.3,1323,34.3,250,1,1,1,0,0,0
5241,H05241,H,300.1,311.3,1535,40.9,85,0,0,0,0,0,0
5242,L05242,L,302.2,312.9,1748,38.8,174,0,0,0,0,0,0
5243,L05243,L,299.8,308.1,1488,42.5,52,0,0,0,0,0,0
5244,H05244,H,300.0,311.3,1377,36.2,108,1,0,1,0,0,0
5245,M05245,M,298.8,309.3,1629,31.0,22,0,0,0,0,0,0
5246,L05246,L,300.9,309.3,1457,44.1,36,0,0,0,0,0,0
5247,M05247,M,300.7,310.8,1433,33.0,86,0,0,0,0,0,0
5248,M05248,M,301.8,312.8,1517,36.0,63,0,0,0,0,0,0
5249,L05249,L,298.8,307.6,1470,47.3,48,0,0,0,0,0,0
5250,L05250,L,299.1,310.5,1638,39.5,214,1,1,0,0,0,0
5251,L05251,L,301.6,310.1,1471,42.1,199,0,0,0,0,0,0
5252,H05252,H,300.5,309.7,1486,43.3,32,0,0,0,0,0,0
5253,M05253,M,298.2,307.2,1528,42.7,39,0,0,0,0,0,0
5254,L05254,L,302.6,314.0,1716,37.7,99,0,0,0,0,0,0
5255,M05255,M,296.6,306.1,1617,34.3,21,0,0,0,0,0,0
5256,L05256,L,301.6,310.4,1497,53.4,68,1,0,0,1,0,0
5257,L05257,L,297.5,307.9,1424,39.3,107,0,0,0,0,0,0
5258,L05258,L,303.8,314.4,1634,40.3,40,0,0,0,0,0,0
5259,L05259,L,296.9,307.6,1485,42.4,30,0,0,0,0,0,0
5260,M05260,M,302.3,312.0,1466,37.7,33,0,0,0,0,0,0
5261,L05261,L,299.8,310.1,1444,38.4,46,0,0,0,0,0,0
5262,M05262,M,299.3,308.6,1568,46.8,41,0,0,0,0,0,0
5263,L05263,L,300.4,312.0,1485,36.5,200,0,0,0,0,0,0
5264,L05264,L,301.3,312.4,1546,41.6,85,0,0,0,0,0,0
5265,H05265,H,298.2,309.3,1448,45.0,31,0,0,0,0,0,0
5266,L05266,L,298.4,309.2,1568,38.2,115,0,0,0,0,0,0
5267,L05267,L,301.3,311.8,1616,38.4,143,0,0,0,0,0,0
5268,L05268,L,296.6,305.3,1526,44.5,159,0,0,0,0,0,0
5269,M05269,M,298.8,309.5,1426,40.1,83,0,0,0,0,0,0
5270,L05270,L,306.1,316.2,1364,31.0,143,1,0,1,0,0,0
5271,L05271,L,298.1,309.3,1560,46.9,45,0,0,0,0,0,0
5272,L05272,L,302.3,313.1,1534,34.8,22,0,0,0,0,0,0
5273,L05273,L,298.8,309.4,1479,41.3,54,0,0,0,0,0,0
5274,M05274,M,301.0,309.3,1506,33.3,167,0,0,0,0,0,0
5275,L05275,L,301.3,311.2,1636,36.1,174,0,0,0,0,0,0
5276,L05276,L,302.3,311.7,1661,36.2,79,0,0,0,0,0,0
5277,L05277,L,299.6,309.9,1396,41.9,8,0,0,0,0,0,0
5278,L05278,L,304.0,313.6,1514,35.5,250,1,1,0,0,0,0
5279,H05279,H,298.8,308.5,1546,49.5,54,1,0,0,1,0,0
5280,L05280,L,300.5,310.9,1710,38.0,250,1,1,0,0,0,0
5281,H05281,H,300.5,310.1,1368,45.7,93,1,0,1,0,0,0
5282,L05282,L,297.8,307.9,1688,38.1,146,0,0,0,0,0,0
5283,L05283,L,299.4,307.9,1415,45.8,45,0,0,0,0,0,0
5284,M05284,M,300.3,309.5,1615,28.3,32,0,0,0,0,0,0
5285,L05285,L,299.1,309.8,1522,36.3,71,0,0,0,0,0,0
5286,M05286,M,304.9,313.7,1656,35.8,106,0,0,0,0,0,0
5287,H05287,H,298.3,309.6,1404,38.3,52,0,0,0,0,0,0
5288,L05288,L,302.4,313.3,1519,42.4,250,1,1,0,0,0,0
5289,L05289,L,301.7,311.4,1537,42.6,108,0,0,0,0,0,0
5290,M05290,M,300.0,313.0,1346,41.2,121,1,0,1,0,0,0
5291,L05291,L,298.3,309.5,1374,41.0,44,1,0,1,0,0,0
5292,L05292,L,298.5,307.5,1601,51.2,250,1,1,0,1,0,0
5293,L05293,L,299.0,309.7,1649,40.1,48,0,0,0,0,0,0
5294,L05294,L,296.4,306.5,1611,27.8,107,0,0,0,0,0,0
5295,M05295,M,298.0,307.2,1375,45.1,173,1,0,1,0,0,0
5296,L05296,L,297.0,306.0,1598,41.8,87,0,0,0,0,0,0
5297,L05297,L,302.7,313.7,1451,46.3,89,0,0,0,0,0,0
5298,M05298,M,301.2,310.6,1541,42.6,30,0,0,0,0,0,0
5299,L05299,L,301.6,311.5,1663,33.8,111,0,0,0,0,0,0
5300,L05300,L,301.2,310.3,1587,43.6,170,0,0,0,0,0,0
5301,M05301,M,300.3,309.6,1647,39.0,244,1,1,0,0,0,0
5302,L05302,L,302.9,312.8,1535,44.9,93,0,0,0,0,0,0
5303,M05303,M,298.8,309.2,1478,48.0,162,0,0,0,0,0,0
5304,M05304,M,300.2,307.6,1507,39.3,26,0,0,0,0,0,0
5305,L05305,L,301.5,311.5,1416,45.2,190,0,0,0,0,0,0
5306,L05306,L,297.4,306.6,1510,45.1,193,0,0,0,0,0,0
5307,L05307,L,306.2,317.6,1518,40.6,250,1,1,0,0,0,0
5308,L05308,L,300.1,313.0,1522,49.6,21,0,0,0,0,0,0
5309,M05309,M,300.3,309.9,1527,45.0,26,0,0,0,0,0,0
5310,M05310,M,302.5,310.8,1352,38.6,125,0,0,0,0,0,0
5311,L05311,L,301.8,311.9,1435,41.9,250,1,1,0,0,0,0
5312,M05312,M,300.1,309.9,1613,43.2,37,0,0,0,0,0,0
5313,H05313,H,300.3,312.2,1249,52.1,91,1,0,1,0,0,0
5314,H05314,H,297.0,308.7,1512,43.0,77,0,0,0,0,0,0
5315,L05315,L,298.9,309.8,1513,41.3,133,0,0,0,0,0,0
5316,L05316,L,301.0,310.4,1566,45.7,138,0,0,0,0,0,0
5317,L05317,L,300.9,311.6,1706,36.8,16,0,0,0,0,0,0
5318,H05318,H,302.4,312.7,1437,35.7,138,0,0,0,0,0,0
5319,L05319,L,299.8,310.0,1613,42.4,198,0,0,0,0,0,0
5320,L05320,L,297.2,305.7,1556,37.6,66,0,0,0,0,0,0
5321,L05321,L,302.1,313.2,1539,53.2,130,1,0,0,1,0,0
5322,L05322,L,302.9,313.0,1527,41.0,120,0,0,0,0,0,0
5323,L05323,L,301.8,311.7,1620,42.3,53,0,0,0,0,0,0
5324,H05324,H,299.7,309.1,1377,38.1,38,1,0,1,0,0,0
5325,L05325,L,302.1,311.3,1437,47.0,61,0,0,0,0,0,0
5326,L05326,L,306.9,317.2,1557,39.3,213,1,1,0,0,0,0
5327,L05327,L,300.2,308.5,1569,38.7,59,0,0,0,0,0,0
5328,L05328,L,297.4,308.2,1368,40.8,250,1,1,1,0,0,0
5329,L05329,L,298.8,307.8,1549,33.1,109,0,0,0,0,0,0
5330,L05330,L,301.3,309.2,1427,39.5,193,0,0,0,0,0,0
5331,L05331,L,296.8,308.6,1613,41.6,39,1,0,0,0,0,1
5332,L05332,L,300.3,309.5,1370,33.6,52,1,0,1,0,0,0
5333,L05333,L,300.8,310.0,1743,42.7,250,1,1,0,0,0,0
5334,L05334,L,303.1,314.2,1516,38.5,9,0,0,0,0,0,0
5335,H05335,H,302.6,314.5,1364,42.6,24,1,0,1,0,0,0
5336,H05336,H,301.7,310.2,1422,29.6,54,0,0,0,0,0,0
5337,L05337,L,295.7,304.7,1606,40.1,250,1,1,0,0,0,0
5338,L05338,L,301.8,311.0,1639,33.4,150,0,0,0,0,0,0
5339,H05339,H,301.4,312.3,1423,39.0,97,0,0,0,0,0,0
5340,L05340,L,300.5,312.2,1406,33.1,146,0,0,0,0,0,0
5341,M05341,M,296.5,305.5,1379,36.8,63,1,0,1,0,0,0
5342,H05342,H,298.4,309.9,1479,39.4,96,0,0,0,0,0,0
5343,L05343,L,297.7,307.0,1649,37.2,250,1,1,0,0,0,0
5344,L05344,L,296.0,306.3,1662,42.8,148,0,0,0,0,0,0
5345,H05345,H,300.0,308.7,1467,31.0,26,0,0,0,0,0,0
5346,L05346,L,298.4,308.3,1647,38.3,9,0,0,0,0,0,0
5347,L05347,L,305.3,315.1,1741,37.1,126,0,0,0,0,0,0
5348,L05348,L,299.7,309.3,1669,36.0,250,1,1,0,0,0,0
5349,L05349,L,302.6,313.0,1642,34.0,20,0,0,0,0,0,0
5350,M05350,M,296.9,305.9,1419,46.3,58,0,0,0,0,0,0
5351,M05351,M,298.9,308.1,1596,49.3,226,1,1,0,1,0,0
5352,H05352,H,300.2,310.6,1496,31.5,7,0,0,0,0,0,0
5353,L05353,L,298.2,309.5,1615,34.2,214,1,1,0,0,0,0
5354,L05354,L,299.2,309.1,1676,33.2,92,0,0,0,0,0,0
5355,L05355,L,299.6,310.1,1586,37.7,81,0,0,0,0,0,0
5356,L05356,L,299.5,310.3,1540,45.9,61,0,0,0,0,0,0
5357,L05357,L,303.7,314.5,1443,43.2,249,1,1,0,0,0,0
5358,H05358,H,300.8,309.8,1420,40.0,73,0,0,0,0,0,0
5359,M05359,M,301.0,310.2,1521,39.9,115,0,0,0,0,0,0
5360,L05360,L,301.1,310.4,1578,37.6,120,0,0,0,0,0,0
5361,M05361,M,301.2,313.2,1524,43.4,94,0,0,0,0,0,0
5362,L05362,L,299.8,310.3,1646,42.8,11,0,0,0,0,0,0
5363,L05363,L,299.4,309.8,1637,41.6,62,0,0,0,0,0,0
5364,M05364,M,300.3,310.7,1494,29.1,46,0,0,0,0,0,0
5365,L05365,L,302.3,311.0,1465,40.4,142,0,0,0,0,0,0
5366,H05366,H,302.3,314.2,1488,39.2,31,0,0,0,0,0,0
5367,M05367,M,299.5,310.0,1725,42.7,121,0,0,0,0,0,0
5368,L05368,L,301.5,312.3,1582,40.4,211,1,1,0,0,0,0
5369,M05369,M,299.6,307.8,1470,43.1,139,0,0,0,0,0,0
5370,L05370,L,300.1,310.8,1604,36.5,239,1,1,0,0,0,0
5371,L05371,L,299.1,308.7,1610,43.6,150,0,0,0,0,0,0
5372,L05372,L,299.6,308.3,1608,45.1,88,0,0,0,0,0,0
5373,L05373,L,302.7,311.7,1687,30.0,43,0,0,0,0,0,0
5374,M05374,M,300.2,308.9,1539,33.1,55,0,0,0,0,0,0
5375,L05375,L,300.3,309.0,1683,42.0,63,0,0,0,0,0,0
5376,M05376,M,297.1,307.2,1523,38.9,53,0,0,0,0,0,0
5377,L05377,L,299.4,309.0,1701,43.1,207,1,1,0,0,0,0
5378,L05378,L,299.5,309.9,1671,39.5,250,1,1,0,0,0,0
5379,M05379,M,298.3,310.0,1592,42.5,250,1,1,0,0,0,0
5380,L05380,L,300.0,309.9,1629,35.0,179,0,0,0,0,0,0
5381,L05381,L,299.1,306.9,1780,38.9,91,0,0,0,0,0,0
5382,L05382,L,300.2,309.9,1658,40.1,98,0,0,0,0,0,0
5383,L05383,L,300.2,311.4,1465,36.9,15,0,0,0,0,0,0
5384,L05384,L,298.1,308.0,1575,44.3,61,0,0,0,0,0,0
5385,M05385,M,299.2,310.7,1474,30.8,73,0,0,0,0,0,0
5386,L05386,L,300.2,310.6,1756,38.5,250,1,1,0,0,0,0
5387,L05387,L,302.4,310.5,1675,31.8,123,0,0,0,0,0,0
5388,H05388,H,300.5,310.6,1653,33.4,109,0,0,0,0,0,0
5389,L05389,L,298.7,309.0,1474,45.2,221,1,1,0,0,0,0
5390,M05390,M,300.8,311.9,1610,33.4,48,0,0,0,0,0,0
5391,L05391,L,303.4,315.2,1414,35.2,95,0,0,0,0,0,0
5392,L05392,L,301.8,312.7,1391,44.0,138,0,0,0,0,0,0
5393,M05393,M,301.1,311.5,1460,34.8,96,0,0,0,0,0,0
5394,L05394,L,301.5,312.1,1701,43.1,250,1,1,0,0,0,0
5395,M05395,M,302.9,312.7,1401,44.2,41,0,0,0,0,0,0
5396,L05396,L,302.2,310.7,1548,35.6,250,1,1,0,0,0,0
5397,L05397,L,301.1,311.2,1669,43.2,116,0,0,0,0,0,0
5398,L05398,L,302.1,312.5,1635,29.0,250,1,1,0,0,0,0
5399,L05399,L,297.8,306.6,1772,39.6,250,1,1,0,0,0,0
5400,M05400,M,297.0,308.3,1500,33.8,73,0,0,0,0,0,0
5401,L05401,L,300.3,311.3,1506,37.3,197,0,0,0,0,0,0
5402,H05402,H,300.1,308.8,1341,39.3,90,1,0,1,0,0,0
5403,H05403,H,298.9,310.3,1413,47.3,18,0,0,0,0,0,0
5404,L05404,L,301.7,311.3,1440,38.1,197,0,0,0,0,0,0
5405,L05405,L,296.3,305.5,1370,40.9,42,1,0,1,0,0,0
5406,M05406,M,298.9,310.0,1696,35.8,79,0,0,0,0,0,0
5407,H05407,H,299.0,309.0,1455,35.5,76,0,0,0,0,0,0
5408,L05408,L,296.7,308.6,1809,31.8,182,0,0,0,0,0,0
5409,L05409,L,303.0,312.1,1466,41.9,69,0,0,0,0,0,0
5410,L05410,L,297.3,305.5,1507,39.8,227,1,1,0,0,0,0
5411,M05411,M,298.8,308.5,1422,44.6,50,0,0,0,0,0,0
5412,L05412,L,301.8,312.6,1486,38.9,250,1,1,0,0,0,0
5413,M05413,M,301.3,310.4,1587,38.1,212,1,1,0,0,0,0
5414,L05414,L,297.8,306.5,1607,42.8,99,0,0,0,0,0,0
5415,L05415,L,301.4,311.6,1638,36.8,250,1,1,0,0,0,0
5416,L05416,L,300.6,309.1,1684,31.0,194,0,0,0,0,0,0
5417,L05417,L,304.7,315.0,1661,42.6,155,0,0,0,0,0,0
5418,L05418,L,300.8,310.5,1449,37.1,220,1,1,0,0,0,0
5419,L05419,L,299.7,310.2,1498,40.4,169,0,0,0,0,0,0
5420,L05420,L,298.3,306.9,1562,36.2,250,1,1,0,0,0,0
5421,L05421,L,298.5,309.8,1923,30.9,59,0,0,0,0,0,0
5422,L05422,L,298.3,308.2,1627,29.2,250,1,1,0,0,0,0
5423,H05423,H,302.7,313.5,1461,42.1,77,0,0,0,0,0,0
5424,L05424,L,300.0,311.0,1617,21.9,77,0,0,0,0,0,0
5425,L05425,L,301.1,310.0,1490,46.6,115,0,0,0,0,0,0
5426,L05426,L,303.0,313.9,1576,44.4,188,0,0,0,0,0,0
5427,H05427,H,295.3,303.9,1545,35.0,77,0,0,0,0,0,0
5428,L05428,L,302.6,311.2,1547,47.5,54,0,0,0,0,0,0
5429,M05429,M,300.1,312.1,1424,51.1,32,0,0,0,0,0,0
5430,M05430,M,300.9,312.0,1492,38.7,122,0,0,0,0,0,0
5431,M05431,M,298.3,310.4,1468,42.4,65,0,0,0,0,0,0
5432,L05432,L,298.5,308.1,1414,41.5,250,1,1,0,0,0,0
5433,M05433,M,301.0,311.1,1443,48.1,142,0,0,0,0,0,0
5434,L05434,L,304.8,315.3,1411,33.9,228,1,1,0,0,0,0
5435,L05435,L,302.0,312.0,1426,39.6,64,0,0,0,0,0,0
5436,M05436,M,302.5,311.8,1386,45.7,250,1,1,0,0,0,0
5437,L05437,L,299.6,308.7,1645,42.6,246,1,1,0,0,0,0
5438,M05438,M,298.8,309.0,1649,38.3,229,1,1,0,0,0,0
5439,L05439,L,298.4,307.4,1396,48.0,86,0,0,0,0,0,0
5440,M05440,M,299.0,307.9,1658,39.6,244,1,1,0,0,0,0
5441,L05441,L,295.9,306.3,1437,41.2,94,0,0,0,0,0,0
5442,L05442,L,298.6,308.5,1625,42.2,147,0,0,0,0,0,0
5443,L05443,L,298.9,309.8,1576,38.9,127,0,0,0,0,0,0
5444,H05444,H,299.6,309.2,1514,40.1,22,0,0,0,0,0,0
5445,L05445,L,300.3,309.7,1433,36.7,39,0,0,0,0,0,0
5446,L05446,L,300.7,311.1,1369,56.0,124,1,0,1,1,0,0
5447,L05447,L,300.0,309.2,1470,37.9,122,0,0,0,0,0,0
5448,M05448,M,298.8,308.2,1543,43.2,183,0,0,0,0,0,0
5449,L05449,L,296.1,305.5,1746,47.1,137,1,0,0,1,0,0
5450,L05450,L,298.8,308.6,1447,33.8,83,0,0,0,0,0,0
5451,L05451,L,298.1,309.8,1540,42.7,250,1,1,0,0,0,0
5452,L05452,L,300.9,309.6,1475,40.4,250,1,1,0,0,0,0
5453,L05453,L,301.8,313.1,1548,48.5,41,0,0,0,0,0,0
5454,L05454,L,301.9,312.6,1357,36.9,193,1,0,1,0,0,0
5455,M05455,M,301.5,313.1,1650,34.7,20,0,0,0,0,0,0
5456,L05456,L,299.7,312.9,1552,39.2,86,0,0,0,0,0,0
5457,L05457,L,299.0,310.4,1642,36.1,64,0,0,0,0,0,0
5458,L05458,L,298.5,309.4,1527,37.4,166,0,0,0,0,0,0
5459,H05459,H,297.0,305.7,1469,50.5,134,0,0,0,0,0,0
5460,H05460,H,302.0,310.8,1563,40.0,68,0,0,0,0,0,0
5461,M05461,M,299.7,310.0,1513,35.9,30,0,0,0,0,0,0
5462,L05462,L,297.5,305.8,1567,37.4,51,0,0,0,0,0,0
5463,L05463,L,298.3,309.0,1471,42.3,243,1,1,0,0,0,0
5464,L05464,L,298.3,306.1,1497,41.7,210,1,1,0,0,0,0
5465,L05465,L,300.1,311.2,1449,37.6,47,0,0,0,0,0,0
5466,L05466,L,302.1,311.8,1476,32.1,36,0,0,0,0,0,0
5467,M05467,M,299.3,309.4,1625,38.5,37,0,0,0,0,0,0
5468,M05468,M,295.5,304.7,1681,37.8,66,0,0,0,0,0,0
5469,M05469,M,299.6,307.7,1375,38.0,173,0,0,0,0,0,0
5470,L05470,L,299.7,310.9,1590,45.5,100,0,0,0,0,0,0
5471,M05471,M,299.6,310.9,1468,43.2,135,0,0,0,0,0,0
5472,L05472,L,298.7,308.4,1690,38.8,214,1,1,0,0,0,0
5473,L05473,L,300.4,311.1,1563,37.6,162,0,0,0,0,0,0
5474,M05474,M,300.1,309.7,1499,48.7,107,0,0,0,0,0,0
5475,L05475,L,300.0,310.2,1476,34.5,132,0,0,0,0,0,0
5476,L05476,L,300.8,311.6,1397,38.5,61,0,0,0,0,0,0
5477,L05477,L,299.1,309.7,1626,36.5,69,0,0,0,0,0,0
5478,M05478,M,299.0,310.4,1535,41.1,61,0,0,0,0,0,0
5479,M05479,M,302.8,313.3,1538,42.9,50,0,0,0,0,0,0
5480,L05480,L,301.1,311.1,1490,33.4,185,0,0,0,0,0,0
5481,M05481,M,301.7,310.9,1485,36.7,209,1,1,0,0,0,0
5482,L05482,L,302.5,312.0,1629,40.9,250,1,1,0,0,0,0
5483,L05483,L,301.1,311.9,1648,35.2,94,0,0,0,0,0,0
5484,M05484,M,301.9,310.4,1382,39.2,31,0,0,0,0,0,0
5485,M05485,M,296.8,307.9,1437,41.5,57,0,0,0,0,0,0
